date,open,high,low,close,volume
2009-05-22,888.68,896.65,884.19,887,0
2009-05-26,887,911.76,881.46,910.33,0
2009-05-27,909.95,913.84,891.87,893.06,0
2009-05-28,892.96,909.45,887.6,906.83,0
2009-05-29,907.02,920.02,903.56,919.14,0
2009-06-01,923.26,947.74,923.26,942.87,0
2009-06-02,941.88,948.99,938.46,944.74,0
2009-06-03,942.51,942.51,923.85,931.76,0
2009-06-04,932.49,942.47,929.32,942.46,0
2009-06-05,945.67,951.69,934.13,940.09,0
2009-06-08,938.12,946.33,926.44,939.14,0
2009-06-09,940.35,946.54,936.15,942.43,0
2009-06-10,942.73,949.77,927.97,939.15,0
2009-06-11,939.04,956.23,939.04,944.89,0
2009-06-12,943.44,946.3,935.66,946.21,0
2009-06-15,942.45,942.45,919.65,923.72,0
2009-06-16,925.6,928,911.6,911.97,0
2009-06-17,911.89,918.44,903.78,910.71,0
2009-06-18,910.86,921.93,907.94,918.37,0
2009-06-19,919.96,927.09,915.8,921.23,0
2009-06-22,918.13,918.13,893.04,893.04,0
2009-06-23,893.46,898.69,888.86,895.1,0
2009-06-24,896.31,910.85,896.31,900.94,0
2009-06-25,899.45,921.42,896.27,920.26,0
2009-06-26,918.84,922,913.03,918.9,0
2009-06-29,919.86,927.99,916.18,927.23,0
2009-06-30,927.15,930.01,912.86,919.32,0
2009-07-01,920.82,931.92,920.82,923.33,0
2009-07-02,921.24,921.24,896.42,896.42,0
2009-07-06,894.27,898.72,886.36,898.72,0
2009-07-07,898.6,898.6,879.93,881.03,0
2009-07-08,882.55,886.76,869.32,879.56,0
2009-07-09,881.28,887.86,878.45,882.68,0
2009-07-10,880.03,883.57,872.81,879.13,0
2009-07-13,883.47,892.76,883.47,892.76,0
2009-07-14,899.63,905.84,896.73,905.84,0
2009-07-15,910.15,933.95,910.15,932.68,0
2009-07-16,930.17,943.96,927.45,940.74,0
2009-07-17,940.56,941.89,934.65,940.38,0
2009-07-20,942.07,951.62,940.99,951.13,0
2009-07-21,951.97,956.53,943.22,954.58,0
2009-07-22,953.4,959.83,947.75,954.07,0
2009-07-23,974.33,979.42,973.77,976.29,0
2009-07-24,972.16,979.79,965.95,979.26,0
2009-07-27,978.63,982.49,972.29,982.18,0
2009-07-28,981.48,982.35,969.35,979.62,0
2009-07-29,977.66,977.76,968.65,975.15,0
2009-07-30,976.01,996.68,976.01,986.75,0
2009-07-31,986.8,993.18,982.85,987.48,0
2009-08-03,990.22,1003.61,990.22,1002.63,0
2009-08-04,1001.41,1007.12,996.68,1005.65,0
2009-08-05,1005.41,1006.64,994.31,1002.72,0
2009-08-06,1004.06,1008,992.49,997.08,0
2009-08-07,999.83,1018,999.83,1010.48,0
2009-08-10,1008.89,1010.12,1000.99,1007.1,0
2009-08-11,1005.77,1005.77,992.4,994.35,0
2009-08-12,994,1012.78,993.36,1005.81,0
2009-08-13,1005.86,1013.14,1000.82,1012.73,0
2009-08-14,1012.23,1012.6,994.6,1004.09,0
2009-08-17,998.18,998.18,978.51,979.73,0
2009-08-18,980.62,991.2,980.62,989.67,0
2009-08-19,986.88,999.61,980.62,996.46,0
2009-08-20,996.41,1008.92,996.39,1007.37,0
2009-08-21,1009.06,1027.59,1009.06,1026.13,0
2009-08-24,1026.59,1035.82,1022.48,1025.57,0
2009-08-25,1026.63,1037.75,1026.21,1028,0
2009-08-26,1027.35,1032.47,1021.57,1028.12,0
2009-08-27,1027.81,1033.33,1016.26,1030.98,0
2009-08-28,1031.62,1039.47,1023.13,1028.93,0
2009-08-31,1025.21,1025.21,1014.62,1020.62,0
2009-09-01,1019.52,1028.45,996.28,998.04,0
2009-09-02,996.07,1000.34,991.97,994.75,0
2009-09-03,996.12,1003.43,992.25,1003.24,0
2009-09-04,1003.84,1016.48,1001.65,1016.4,0
2009-09-08,1018.67,1026.07,1018.67,1025.39,0
2009-09-09,1025.36,1036.34,1023.97,1033.37,0
2009-09-10,1032.99,1044.14,1028.04,1044.14,0
2009-09-11,1043.92,1048.18,1038.4,1042.73,0
2009-09-14,1040.15,1049.74,1035,1049.34,0
2009-09-15,1049.03,1056.04,1043.42,1052.63,0
2009-09-16,1053.99,1068.76,1052.87,1068.76,0
2009-09-17,1067.87,1074.77,1061.2,1065.49,0
2009-09-18,1066.6,1071.52,1064.27,1068.3,0
2009-09-21,1067.14,1067.28,1057.46,1064.66,0
2009-09-22,1066.35,1073.81,1066.35,1071.66,0
2009-09-23,1072.69,1080.15,1060.39,1060.87,0
2009-09-24,1062.56,1066.29,1045.85,1050.78,0
2009-09-25,1049.48,1053.47,1041.17,1044.38,0
2009-09-28,1045.38,1065.13,1045.38,1062.98,0
2009-09-29,1063.69,1069.62,1057.83,1060.61,0
2009-09-30,1061.02,1063.4,1046.47,1057.08,0
2009-10-01,1054.91,1054.91,1029.45,1029.85,0
2009-10-02,1029.71,1030.6,1019.95,1025.21,0
2009-10-05,1026.87,1042.58,1025.92,1040.46,0
2009-10-06,1042.02,1060.55,1042.02,1054.72,0
2009-10-07,1053.65,1058.02,1050.1,1057.58,0
2009-10-08,1060.03,1070.67,1060.03,1065.48,0
2009-10-09,1065.28,1071.51,1063,1071.49,0
2009-10-12,1071.63,1079.46,1071.63,1076.19,0
2009-10-13,1074.96,1075.3,1066.71,1073.19,0
2009-10-14,1078.68,1093.17,1078.68,1092.02,0
2009-10-15,1090.36,1096.56,1086.52,1096.56,0
2009-10-16,1094.67,1094.67,1081.53,1087.68,0
2009-10-19,1088.22,1100.17,1086.48,1097.91,0
2009-10-20,1098.64,1098.64,1086.16,1091.06,0
2009-10-21,1090.36,1101.36,1080.77,1081.4,0
2009-10-22,1080.96,1095.21,1074.31,1092.91,0
2009-10-23,1095.62,1095.83,1075.49,1079.6,0
2009-10-26,1080.36,1091.75,1065.23,1066.95,0
2009-10-27,1067.54,1072.48,1060.62,1063.41,0
2009-10-28,1061.51,1063.26,1042.19,1042.63,0
2009-10-29,1043.69,1066.83,1043.69,1066.11,0
2009-10-30,1065.41,1065.41,1033.38,1036.19,0
2009-11-02,1036.18,1052.18,1029.38,1042.88,0
2009-11-03,1040.92,1046.36,1033.94,1045.41,0
2009-11-04,1047.14,1061,1045.15,1046.5,0
2009-11-05,1047.3,1066.65,1047.3,1066.63,0
2009-11-06,1064.95,1071.48,1059.32,1069.3,0
2009-11-09,1072.31,1093.19,1072.31,1093.08,0
2009-11-10,1091.86,1096.42,1087.4,1093.01,0
2009-11-11,1096.04,1105.37,1093.81,1098.51,0
2009-11-12,1098.31,1101.97,1084.9,1087.24,0
2009-11-13,1090.87,1097.79,1085.33,1093.48,0
2009-11-16,1094.13,1113.69,1094.13,1109.3,0
2009-11-17,1109.22,1110.52,1102.19,1110.32,0
2009-11-18,1109.44,1111.1,1102.7,1109.8,0
2009-11-19,1106.44,1106.44,1088.4,1094.9,0
2009-11-20,1094.66,1094.66,1086.81,1091.38,0
2009-11-23,1094.86,1112.38,1094.86,1106.24,0
2009-11-24,1105.83,1107.56,1097.63,1105.65,0
2009-11-25,1106.49,1111.18,1104.75,1110.63,0
2009-11-27,1105.47,1105.47,1083.74,1087.27,0
2009-11-30,1091.07,1097.24,1086.25,1095.63,0
2009-12-01,1098.89,1112.28,1098.89,1108.86,0
2009-12-02,1109.03,1115.58,1105.29,1109.24,0
2009-12-03,1110.59,1117.28,1098.74,1099.92,0
2009-12-04,1100.43,1119.13,1096.52,1105.98,0
2009-12-07,1105.52,1110.72,1100.83,1103.25,0
2009-12-08,1103.04,1103.04,1088.61,1091.94,0
2009-12-09,1091.07,1097.04,1085.89,1095.95,0
2009-12-10,1098.69,1106.25,1098.69,1102.35,0
2009-12-11,1103.96,1108.5,1101.34,1106.41,0
2009-12-14,1107.84,1114.76,1107.84,1114.11,0
2009-12-15,1114.11,1114.11,1105.35,1107.93,0
2009-12-16,1108.61,1116.21,1107.96,1109.18,0
2009-12-17,1106.36,1106.36,1095.88,1096.08,0
2009-12-18,1097.86,1103.74,1093.88,1102.47,0
2009-12-21,1105.31,1117.68,1105.31,1114.05,0
2009-12-22,1114.51,1120.27,1114.51,1118.02,0
2009-12-23,1118.84,1121.58,1116,1120.59,0
2009-12-24,1121.08,1126.48,1121.08,1126.48,0
2009-12-28,1127.53,1130.38,1123.51,1127.78,0
2009-12-29,1128.55,1130.38,1126.08,1126.2,0
2009-12-30,1125.53,1126.42,1121.94,1126.42,0
2009-12-31,1126.6,1127.64,1114.81,1115.1,0
2010-01-04,1116.56,1133.87,1116.56,1132.99,0
2010-01-05,1132.66,1136.63,1129.66,1136.52,0
2010-01-06,1135.71,1139.19,1133.95,1137.14,0
2010-01-07,1136.27,1142.46,1131.32,1141.69,0
2010-01-08,1140.52,1145.39,1136.22,1144.98,0
2010-01-11,1145.96,1149.74,1142.02,1146.98,0
2010-01-12,1143.81,1143.81,1131.77,1136.22,0
2010-01-13,1137.31,1148.4,1133.18,1145.68,0
2010-01-14,1145.68,1150.41,1143.8,1148.46,0
2010-01-15,1147.72,1147.77,1131.39,1136.03,0
2010-01-19,1136.03,1150.45,1135.77,1150.23,0
2010-01-20,1147.95,1147.95,1129.25,1138.04,0
2010-01-21,1138.68,1141.58,1114.84,1116.48,0
2010-01-22,1115.49,1115.49,1090.18,1091.76,0
2010-01-25,1092.4,1102.97,1092.4,1096.78,0
2010-01-26,1095.8,1103.69,1089.86,1092.17,0
2010-01-27,1091.94,1099.51,1083.11,1097.5,0
2010-01-28,1096.93,1100.22,1078.46,1084.53,0
2010-01-29,1087.61,1096.45,1071.59,1073.87,0
2010-02-01,1073.89,1089.38,1073.89,1089.19,0
2010-02-02,1090.05,1104.73,1087.96,1103.32,0
2010-02-03,1100.67,1102.72,1093.97,1097.28,0
2010-02-04,1097.25,1097.25,1062.78,1063.11,0
2010-02-05,1064.12,1067.13,1044.5,1066.19,0
2010-02-08,1065.51,1071.2,1056.51,1056.74,0
2010-02-09,1060.06,1079.28,1060.06,1070.52,0
2010-02-10,1069.68,1073.67,1059.34,1068.13,0
2010-02-11,1067.1,1080.04,1060.59,1078.47,0
2010-02-12,1075.95,1077.81,1062.97,1075.51,0
2010-02-16,1079.13,1095.67,1079.13,1094.87,0
2010-02-17,1096.14,1101.03,1094.72,1099.51,0
2010-02-18,1099.03,1108.24,1097.48,1106.75,0
2010-02-19,1105.49,1112.42,1100.8,1109.17,0
2010-02-22,1110,1112.29,1105.38,1108.01,0
2010-02-23,1107.49,1108.58,1092.18,1094.6,0
2010-02-24,1095.89,1106.42,1095.5,1105.24,0
2010-02-25,1101.24,1103.5,1086.02,1102.94,0
2010-02-26,1103.1,1107.24,1097.56,1104.49,0
2010-03-01,1105.36,1116.11,1105.36,1115.71,0
2010-03-02,1117.01,1123.46,1116.51,1118.31,0
2010-03-03,1119.36,1125.64,1116.58,1118.79,0
2010-03-04,1119.12,1123.73,1116.66,1122.97,0
2010-03-05,1125.12,1139.38,1125.12,1138.7,0
2010-03-08,1138.4,1141.05,1136.77,1138.5,0
2010-03-09,1137.56,1145.37,1134.9,1140.45,0
2010-03-10,1140.22,1148.26,1140.09,1145.61,0
2010-03-11,1143.96,1150.24,1138.99,1150.24,0
2010-03-12,1151.71,1153.41,1146.97,1149.99,0
2010-03-15,1148.53,1150.98,1141.45,1150.51,0
2010-03-16,1150.83,1160.28,1150.35,1159.46,0
2010-03-17,1159.94,1169.84,1159.94,1166.21,0
2010-03-18,1166.13,1167.77,1161.16,1165.83,0
2010-03-19,1166.68,1169.2,1155.33,1159.9,0
2010-03-22,1157.25,1167.82,1152.88,1165.81,0
2010-03-23,1166.47,1174.72,1163.83,1174.17,0
2010-03-24,1172.7,1173.04,1166.01,1167.72,0
2010-03-25,1170.03,1180.69,1165.09,1165.73,0
2010-03-26,1167.58,1173.93,1161.48,1166.59,0
2010-03-29,1167.71,1174.85,1167.71,1173.22,0
2010-03-30,1173.75,1177.83,1168.92,1173.27,0
2010-03-31,1171.75,1174.56,1165.77,1169.43,0
2010-04-01,1171.23,1181.43,1170.69,1178.1,0
2010-04-05,1178.71,1187.73,1178.71,1187.44,0
2010-04-06,1186.01,1191.8,1182.77,1189.44,0
2010-04-07,1188.23,1189.6,1177.25,1182.45,0
2010-04-08,1181.75,1188.55,1175.12,1186.44,0
2010-04-09,1187.47,1194.66,1187.15,1194.37,0
2010-04-12,1194.94,1199.2,1194.71,1196.48,0
2010-04-13,1195.94,1199.04,1188.82,1197.3,0
2010-04-14,1198.69,1210.65,1198.69,1210.65,0
2010-04-15,1210.77,1213.92,1208.5,1211.67,0
2010-04-16,1210.17,1210.17,1186.77,1192.13,0
2010-04-19,1192.06,1197.87,1183.68,1197.52,0
2010-04-20,1199.04,1208.58,1199.04,1207.17,0
2010-04-21,1207.16,1210.99,1198.85,1205.94,0
2010-04-22,1202.52,1210.27,1190.19,1208.67,0
2010-04-23,1207.87,1217.28,1205.1,1217.28,0
2010-04-26,1217.07,1219.8,1211.07,1212.05,0
2010-04-27,1209.92,1211.38,1181.62,1183.71,0
2010-04-28,1184.59,1195.05,1181.81,1191.36,0
2010-04-29,1193.3,1209.36,1193.3,1206.78,0
2010-04-30,1206.77,1207.99,1186.32,1186.69,0
2010-05-03,1188.58,1205.13,1188.58,1202.26,0
2010-05-04,1197.5,1197.5,1168.12,1173.6,0
2010-05-05,1169.24,1175.95,1158.15,1165.87,0
2010-05-06,1164.38,1167.58,1065.79,1128.15,0
2010-05-07,1127.04,1135.13,1094.15,1110.88,0
2010-05-10,1122.27,1163.85,1122.27,1159.73,0
2010-05-11,1156.39,1170.48,1147.71,1155.79,0
2010-05-12,1155.43,1172.87,1155.43,1171.67,0
2010-05-13,1170.04,1173.57,1156.14,1157.44,0
2010-05-14,1157.19,1157.19,1126.14,1135.68,0
2010-05-17,1136.52,1141.88,1114.96,1136.94,0
2010-05-18,1138.78,1148.66,1117.2,1120.8,0
2010-05-19,1119.57,1124.27,1100.66,1115.05,0
2010-05-20,1107.34,1107.34,1071.58,1071.59,0
2010-05-21,1067.26,1090.16,1055.9,1087.69,0
2010-05-24,1084.78,1089.95,1072.7,1073.65,0
2010-05-25,1067.42,1074.75,1040.78,1074.03,0
2010-05-26,1075.51,1090.75,1065.59,1067.95,0
2010-05-27,1074.27,1103.52,1074.27,1103.06,0
2010-05-28,1102.59,1102.59,1084.78,1089.41,0
2010-06-01,1087.3,1094.77,1069.89,1070.71,0
2010-06-02,1073.01,1098.56,1072.03,1098.38,0
2010-06-03,1098.82,1105.67,1091.81,1102.83,0
2010-06-04,1098.43,1098.43,1060.5,1064.88,0
2010-06-07,1065.84,1071.36,1049.86,1050.47,0
2010-06-08,1050.81,1063.15,1042.17,1062,0
2010-06-09,1062.75,1077.74,1052.25,1055.69,0
2010-06-10,1058.77,1087.85,1058.77,1086.84,0
2010-06-11,1082.65,1092.25,1077.12,1091.6,0
2010-06-14,1095,1105.91,1089.03,1089.63,0
2010-06-15,1091.21,1115.59,1091.21,1115.23,0
2010-06-16,1114.02,1118.74,1107.13,1114.61,0
2010-06-17,1115.98,1117.72,1105.87,1116.04,0
2010-06-18,1116.16,1121.01,1113.93,1117.51,0
2010-06-21,1122.79,1131.23,1108.24,1113.2,0
2010-06-22,1113.9,1118.5,1094.18,1095.31,0
2010-06-23,1095.57,1099.64,1085.31,1092.04,0
2010-06-24,1090.93,1090.93,1071.6,1073.69,0
2010-06-25,1075.1,1083.56,1067.89,1076.76,0
2010-06-28,1077.5,1082.6,1071.45,1074.57,0
2010-06-29,1071.1,1071.1,1035.18,1041.24,0
2010-06-30,1040.56,1048.08,1028.33,1030.71,0
2010-07-01,1031.1,1033.58,1011.4,1027.37,0
2010-07-02,1027.65,1032.95,1015.93,1022.58,0
2010-07-06,1028.09,1042.5,1018.35,1028.06,0
2010-07-07,1028.54,1060.89,1028.54,1060.27,0
2010-07-08,1062.92,1071.25,1058.24,1070.25,0
2010-07-09,1070.5,1078.16,1068.1,1077.96,0
2010-07-12,1077.23,1080.78,1070.45,1078.75,0
2010-07-13,1080.65,1099.46,1080.65,1095.34,0
2010-07-14,1095.61,1099.08,1087.68,1095.17,0
2010-07-15,1094.46,1098.66,1080.53,1096.48,0
2010-07-16,1093.85,1093.85,1063.32,1064.88,0
2010-07-19,1066.85,1074.7,1061.11,1071.25,0
2010-07-20,1064.53,1083.94,1056.88,1083.48,0
2010-07-21,1086.67,1088.96,1065.25,1069.59,0
2010-07-22,1072.14,1097.5,1072.14,1093.67,0
2010-07-23,1092.17,1103.73,1087.88,1102.66,0
2010-07-26,1102.89,1115.01,1101.3,1115.01,0
2010-07-27,1117.36,1120.95,1109.78,1113.84,0
2010-07-28,1112.84,1114.66,1103.11,1106.13,0
2010-07-29,1108.07,1115.9,1092.82,1101.53,0
2010-07-30,1098.44,1106.44,1088.01,1101.6,0
2010-08-02,1107.53,1127.3,1107.53,1125.86,0
2010-08-03,1125.34,1125.44,1116.76,1120.46,0
2010-08-04,1121.06,1128.75,1119.46,1127.24,0
2010-08-05,1125.78,1126.56,1118.81,1125.81,0
2010-08-06,1122.07,1123.06,1107.17,1121.64,0
2010-08-09,1122.8,1129.24,1120.91,1127.79,0
2010-08-10,1122.92,1127.16,1111.58,1121.06,0
2010-08-11,1116.89,1116.89,1088.55,1089.47,0
2010-08-12,1081.48,1086.72,1076.69,1083.61,0
2010-08-13,1082.22,1086.25,1079,1079.25,0
2010-08-16,1077.49,1082.62,1069.49,1079.38,0
2010-08-17,1081.16,1100.14,1081.16,1092.54,0
2010-08-18,1092.08,1099.77,1085.76,1094.16,0
2010-08-19,1092.44,1092.44,1070.66,1075.63,0
2010-08-20,1075.63,1075.63,1063.91,1071.69,0
2010-08-23,1073.36,1081.58,1067.08,1067.36,0
2010-08-24,1063.2,1063.2,1046.68,1051.87,0
2010-08-25,1048.98,1059.38,1039.83,1055.33,0
2010-08-26,1056.28,1061.45,1045.4,1047.22,0
2010-08-27,1049.27,1065.21,1039.7,1064.59,0
2010-08-30,1062.9,1064.4,1048.79,1048.92,0
2010-08-31,1046.88,1055.14,1040.88,1049.33,0
2010-09-01,1049.72,1081.3,1049.72,1080.29,0
2010-09-02,1080.66,1090.1,1080.39,1090.1,0
2010-09-03,1093.61,1105.1,1093.61,1104.51,0
2010-09-07,1102.6,1102.6,1091.15,1091.84,0
2010-09-08,1092.36,1103.26,1092.36,1098.87,0
2010-09-09,1101.15,1110.27,1101.15,1104.18,0
2010-09-10,1104.57,1110.88,1103.92,1109.55,0
2010-09-13,1113.38,1123.87,1113.38,1121.9,0
2010-09-14,1121.16,1127.36,1115.58,1121.1,0
2010-09-15,1119.43,1126.46,1114.63,1125.07,0
2010-09-16,1123.89,1125.44,1118.88,1124.66,0
2010-09-17,1126.39,1131.47,1122.43,1125.59,0
2010-09-20,1126.57,1144.86,1126.57,1142.71,0
2010-09-21,1142.82,1148.59,1136.22,1139.78,0
2010-09-22,1139.49,1144.38,1131.58,1134.28,0
2010-09-23,1131.1,1136.77,1122.79,1124.83,0
2010-09-24,1131.69,1148.9,1131.69,1148.67,0
2010-09-27,1148.64,1149.92,1142,1142.16,0
2010-09-28,1142.31,1150,1132.09,1147.7,0
2010-09-29,1146.75,1148.63,1140.26,1144.73,0
2010-09-30,1145.97,1157.16,1136.08,1141.2,0
2010-10-01,1143.49,1150.3,1139.42,1146.24,0
2010-10-04,1144.96,1148.16,1131.87,1137.03,0
2010-10-05,1140.68,1162.76,1140.68,1160.75,0
2010-10-06,1159.81,1162.33,1154.85,1159.97,0
2010-10-07,1161.57,1163.87,1151.41,1158.06,0
2010-10-08,1158.36,1167.73,1155.58,1165.15,0
2010-10-11,1165.32,1168.68,1162.02,1165.32,0
2010-10-12,1164.28,1172.58,1155.71,1169.77,0
2010-10-13,1171.32,1184.38,1171.32,1178.1,0
2010-10-14,1177.82,1178.89,1166.71,1173.81,0
2010-10-15,1177.47,1181.2,1167.12,1176.19,0
2010-10-18,1176.83,1185.53,1174.55,1184.71,0
2010-10-19,1178.64,1178.64,1159.71,1165.9,0
2010-10-20,1166.74,1182.94,1166.74,1178.17,0
2010-10-21,1179.82,1189.43,1171.17,1180.26,0
2010-10-22,1180.52,1183.93,1178.99,1183.08,0
2010-10-25,1184.74,1196.14,1184.74,1185.62,0
2010-10-26,1184.88,1187.11,1177.72,1185.64,0
2010-10-27,1183.84,1183.84,1171.7,1182.45,0
2010-10-28,1184.47,1189.53,1177.1,1183.78,0
2010-10-29,1183.87,1185.46,1179.7,1183.26,0
2010-11-01,1185.71,1195.81,1177.65,1184.38,0
2010-11-02,1187.86,1195.88,1187.86,1193.57,0
2010-11-03,1193.79,1197.96,1183.56,1197.96,0
2010-11-04,1198.34,1221.25,1198.34,1221.06,0
2010-11-05,1221.2,1227.08,1220.29,1225.85,0
2010-11-08,1223.24,1224.57,1217.55,1223.25,0
2010-11-09,1223.59,1226.84,1208.94,1213.4,0
2010-11-10,1213.14,1218.75,1204.33,1218.71,0
2010-11-11,1213.04,1215.45,1204.49,1213.54,0
2010-11-12,1209.07,1210.5,1194.08,1199.21,0
2010-11-15,1200.44,1207.43,1197.15,1197.75,0
2010-11-16,1194.79,1194.79,1173,1178.34,0
2010-11-17,1178.33,1183.56,1175.82,1178.59,0
2010-11-18,1183.75,1200.29,1183.75,1196.69,0
2010-11-19,1196.12,1199.97,1189.44,1199.73,0
2010-11-22,1198.07,1198.94,1184.58,1197.84,0
2010-11-23,1192.51,1192.51,1176.91,1180.73,0
2010-11-24,1183.7,1198.62,1183.7,1198.35,0
2010-11-26,1194.16,1194.16,1186.93,1189.4,0
2010-11-29,1189.08,1190.34,1173.64,1187.76,0
2010-11-30,1182.96,1187.4,1174.14,1180.55,0
2010-12-01,1186.6,1207.52,1186.6,1206.07,0
2010-12-02,1206.81,1221.89,1206.81,1221.53,0
2010-12-03,1219.93,1225.57,1216.82,1224.71,0
2010-12-06,1223.87,1225.8,1220.67,1223.12,0
2010-12-07,1227.25,1235.05,1223.25,1223.75,0
2010-12-08,1225.02,1228.93,1219.5,1228.28,0
2010-12-09,1230.14,1234.71,1226.85,1233,0
2010-12-10,1233.85,1240.4,1232.58,1240.4,0
2010-12-13,1242.52,1246.73,1240.34,1240.46,0
2010-12-14,1241.84,1246.59,1238.17,1241.59,0
2010-12-15,1241.58,1244.25,1234.01,1235.23,0
2010-12-16,1236.34,1243.75,1232.85,1242.87,0
2010-12-17,1243.63,1245.81,1239.87,1243.91,0
2010-12-20,1245.76,1250.2,1241.51,1247.08,0
2010-12-21,1249.43,1255.82,1249.43,1254.6,0
2010-12-22,1254.94,1259.39,1254.94,1258.84,0
2010-12-23,1257.43,1258.59,1254.05,1256.77,0
2010-12-27,1254.66,1258.43,1251.48,1257.54,0
2010-12-28,1259.1,1259.9,1256.22,1258.51,0
2010-12-29,1258.78,1262.6,1258.78,1259.78,0
2010-12-30,1259.44,1261.09,1256.32,1257.88,0
2010-12-31,1256.76,1259.34,1254.19,1257.64,0
